AircraftName,VariantName,Range
ZenithForge 6,Neo-99,5043.74
ZenithForge 6,200-76,6798.54
ZenithForge 6,200-10,7599.79
RadiantSkies 8,B-98,6337.43
RadiantSkies 8,100-41,2584.47
RadiantSkies 8,Mk.I-4,6223.2
RadiantSkies 8,Neo-13,4469.12
StarlightBeacon 5,200-65,1852.32
StarlightBeacon 5,ER-64,2123.38
StarlightBeacon 5,B-36,3495.32
StarlightBeacon 5,B-9,4861.6
VorticeVoyager 7,100-52,2431.71
VorticeVoyager 7,100-13,7861.84
VorticeVoyager 7,B-24,1196.29
VorticeVoyager 7,A-95,4970.9
CosmicDrift 9,100-42,596.82
CosmicDrift 9,ER-51,2957.62
CosmicDrift 9,B-26,3057.05
CosmicDrift 9,Max-42,1887.58
AeroCrest 12,200-2,4862.1
AeroCrest 12,A-81,1445.88
AeroCrest 12,A-36,3791.61
AeroCrest 12,100-25,7053.82
ThunderMist 6,ER-43,5487.28
ThunderMist 6,B-68,5898.95
ThunderMist 6,Max-95,2762.71
ThunderMist 6,B-31,2504.42
NebulaTrail 5,Max-64,6734.5
NebulaTrail 5,200-53,3764.09
NebulaTrail 5,Mk.I-84,4027.17
AuroraGlide 7,ER-35,4532.3
AuroraGlide 7,100-34,4030.17
AuroraGlide 7,Max-10,4367.0
AuroraGlide 7,LR-53,2529.46
CycloneEdge 8,ER-72,1750.17
CycloneEdge 8,ER-64,7904.81
CycloneEdge 8,200-87,2990.46
CycloneEdge 8,200-67,803.61
StellarHarbor 9,Max-1,5138.71
StellarHarbor 9,ER-16,6081.1
StellarHarbor 9,LR-24,7492.78
StellarHarbor 9,ER-75,6572.93
AeroSculpt 5,ER-86,6593.8
AeroSculpt 5,ER-58,6473.65
AeroSculpt 5,B-77,996.58
AeroSculpt 5,100-26,578.41
ZenithVoyager 7,B-13,5785.12
ZenithVoyager 7,B-49,5217.11
ZenithVoyager 7,Max-33,2282.05
ZenithVoyager 7,ER-51,4488.77
TempestPeak 6,Max-39,7669.83
TempestPeak 6,Max-9,5227.15
TempestPeak 6,A-35,5144.51
TempestPeak 6,100-79,1326.81
RadiantNimbus 8,Mk.I-99,7831.15
RadiantNimbus 8,200-12,2817.82
RadiantNimbus 8,Mk.I-92,5896.52
RadiantNimbus 8,200-89,4463.23
SkylineRacer 9,Mk.I-7,2542.22
SkylineRacer 9,100-72,6256.97
SkylineRacer 9,A-57,5064.18
SkylineRacer 9,A-5,5807.9
CloudStrider 5,Mk.I-2,2029.18
CloudStrider 5,Mk.I-31,1540.03
CloudStrider 5,Neo-52,3351.48
CloudStrider 5,Neo-33,1238.73
HyperNova 7,100-34,2258.99
HyperNova 7,100-5,7591.27
HyperNova 7,Neo-86,5949.66
HyperNova 7,ER-51,5797.04
AuroraCrest 6,A-15,7677.42
AuroraCrest 6,Mk.I-53,1937.95
AuroraCrest 6,A-52,1982.74
AuroraCrest 6,B-67,715.57
VortexEcho 8,ER-47,7497.17
VortexEcho 8,Mk.I-5,936.88
VortexEcho 8,100-85,6405.51
VortexEcho 8,200-62,7233.63
An-225 Mriya,200-90,3935.72
An-225 Mriya,Neo-85,6761.21
An-225 Mriya,200-81,7522.37
An-225 Mriya,200-53,3129.03
F-4G Wild Weasel,200-93,6906.49
F-4G Wild Weasel,A-27,819.18
F-4G Wild Weasel,100-14,2541.27
F-4G Wild Weasel,100-33,1177.32
F-20 Tigershark,Neo-30,4438.82
F-20 Tigershark,B-45,6198.78
F-20 Tigershark,Max-72,4106.6
F-20 Tigershark,A-86,6228.41
F-23 Black Wasp,LR-32,1933.37
F-23 Black Wasp,Neo-93,4890.55
F-23 Black Wasp,B-32,7081.3
F-23 Black Wasp,Max-57,2543.57
F-25 Sabre,200-83,3162.74
F-25 Sabre,Mk.I-60,5983.06
F-25 Sabre,A-81,5567.75
F-25 Sabre,100-36,555.16
F-26 Draco,Mk.I-33,528.58
F-26 Draco,A-4,1223.94
F-26 Draco,ER-75,5264.6
F-26 Draco,B-57,7699.7
F-27 Lancer,Neo-46,1906.75
F-27 Lancer,LR-95,2894.11
F-27 Lancer,LR-14,4801.73
F-27 Lancer,Mk.I-7,4981.07
F-28 Aurora,B-24,6843.82
F-28 Aurora,200-17,7711.87
F-28 Aurora,B-30,6244.67
F-28 Aurora,200-2,1830.17
F-29 Spectre,200-67,3330.35
F-29 Spectre,200-62,7911.08
F-29 Spectre,ER-77,5863.54
F-29 Spectre,200-68,3011.34
F-30 Nightingale,A-87,7529.94
F-30 Nightingale,LR-28,6992.14
F-30 Nightingale,Neo-77,6084.92
F-30 Nightingale,Neo-68,5198.32
F-31 Valiant,ER-39,5896.78
F-31 Valiant,200-83,3513.55
F-31 Valiant,A-35,4024.48
F-31 Valiant,100-30,7681.2
F-32 Specter,Mk.I-28,6914.49
F-32 Specter,B-36,5403.7
F-32 Specter,100-90,2592.73
F-32 Specter,B-60,5599.52
F-33 Vengeance,200-82,3206.5
F-33 Vengeance,100-88,1556.72
F-33 Vengeance,ER-48,1089.79
F-33 Vengeance,Mk.I-95,4544.5
F-34 Reaper,LR-55,6030.04
F-34 Reaper,Max-92,1317.63
F-34 Reaper,LR-99,2104.94
F-34 Reaper,100-33,2543.01
F-36 Falcon,B-26,770.85
F-36 Falcon,200-53,1726.39
F-36 Falcon,200-76,5739.02
F-36 Falcon,100-65,6237.61
F-37 Raptor II,A-38,3679.25
F-37 Raptor II,A-56,5918.24
F-37 Raptor II,Max-62,1968.94
F-37 Raptor II,200-70,2864.5
F-38 Thunderbolt,100-69,4022.13
F-38 Thunderbolt,Neo-68,5042.52
F-38 Thunderbolt,Mk.I-2,4315.3
F-38 Thunderbolt,200-17,2309.88
F-39 Ghost,Max-40,4975.54
F-39 Ghost,A-30,3348.51
F-39 Ghost,Neo-30,2872.69
F-40 Venom,A-96,3471.7
F-40 Venom,ER-5,2575.44
F-40 Venom,B-32,2973.55
F-40 Venom,Neo-38,1713.07
F-41 Viper,200-79,4040.53
F-41 Viper,200-62,1162.65
F-41 Viper,100-4,7836.76
F-41 Viper,Max-62,6869.82
F-42 Storm,Mk.I-23,3851.74
F-42 Storm,B-89,5271.21
F-42 Storm,Neo-38,7614.9
F-42 Storm,Mk.I-55,2216.87
F-43 Phantom,A-59,3330.87
F-43 Phantom,100-17,6888.06
F-43 Phantom,Mk.I-43,6334.84
F-43 Phantom,100-5,4248.39
F-44 Comet,100-57,4982.64
F-44 Comet,LR-96,6735.1
F-44 Comet,B-60,7036.13
F-44 Comet,Mk.I-5,6460.26
F-45 Titan,100-27,7681.05
F-45 Titan,Mk.I-96,2213.92
F-45 Titan,LR-84,3883.71
F-45 Titan,Max-14,1925.12
F-46 Jaguar,200-63,3494.69
F-46 Jaguar,A-23,2002.65
F-46 Jaguar,LR-7,6705.78
F-46 Jaguar,200-76,3113.54
F-47 Lightning,B-88,4908.01
F-47 Lightning,Neo-28,5622.58
F-47 Lightning,A-61,5609.67
F-47 Lightning,Neo-89,5587.29
F-48 Serpent,Mk.I-56,3269.94
F-48 Serpent,Neo-53,7642.76
F-48 Serpent,LR-10,1590.05
F-48 Serpent,200-59,6896.21
F-49 Meteor,LR-57,5606.54
F-49 Meteor,100-54,1132.06
F-49 Meteor,Neo-7,7358.33
F-49 Meteor,100-69,6192.68
F-50 Zephyr,Mk.I-94,6587.75
F-50 Zephyr,ER-77,4712.72
F-50 Zephyr,100-58,6653.09
F-50 Zephyr,Neo-95,3017.75
F-51 Cyclone,100-58,4428.06
F-51 Cyclone,Neo-7,1919.01
F-51 Cyclone,A-86,752.41
F-51 Cyclone,200-57,7330.04
F-52 Aurora II,Neo-86,7744.54
F-52 Aurora II,200-17,6287.52
F-52 Aurora II,Neo-47,4320.42
F-52 Aurora II,200-24,1274.1
F-53 Thunderflash,B-62,928.31
F-53 Thunderflash,LR-11,3801.16
F-53 Thunderflash,ER-72,5646.74
F-53 Thunderflash,100-77,3941.92
F-54 Vortex,Mk.I-11,6248.93
F-54 Vortex,LR-92,7588.09
F-54 Vortex,Neo-43,6195.36
F-54 Vortex,A-48,782.7
F-55 Nebula,200-1,6292.57
F-55 Nebula,100-21,1765.69
F-55 Nebula,100-2,4537.39
F-55 Nebula,200-37,4728.03
F-56 Orion,Max-11,884.41
F-56 Orion,200-41,3425.51
F-56 Orion,B-11,3699.27
F-56 Orion,A-66,1158.87
F-57 Quasar,B-27,3934.85
F-57 Quasar,B-5,1072.61
F-57 Quasar,Mk.I-88,4995.91
F-57 Quasar,Neo-96,3548.32
F-58 Cyclone II,LR-93,4807.16
F-58 Cyclone II,100-21,2907.64
F-58 Cyclone II,Neo-63,5582.3
F-58 Cyclone II,Neo-85,2862.4
F-59 Helix,Max-29,2856.98
F-59 Helix,ER-37,2291.4
F-59 Helix,Neo-95,3321.2
F-59 Helix,Neo-28,6901.68
F-60 Titan II,LR-78,2433.99
F-60 Titan II,Neo-53,7776.19
F-60 Titan II,Max-88,2659.51
F-60 Titan II,100-88,625.17
F-61 Phoenix,100-49,5636.88
F-61 Phoenix,A-40,1531.97
F-61 Phoenix,Neo-57,7035.78
F-61 Phoenix,100-61,6311.76
F-62 Titan III,Max-7,4737.67
F-62 Titan III,200-90,7299.38
F-62 Titan III,100-23,4970.32
F-62 Titan III,100-84,6604.41
F-63 Sentinel,B-42,1150.14
F-63 Sentinel,100-44,1914.59
F-63 Sentinel,Mk.I-26,1038.55
F-63 Sentinel,100-37,6571.94
F-64 Eclipse,Mk.I-8,6276.7
F-64 Eclipse,ER-95,4833.98
F-64 Eclipse,LR-53,1261.03
F-64 Eclipse,A-95,1763.37
F-65 Horizon,A-65,1063.22
F-65 Horizon,ER-13,4787.86
F-65 Horizon,ER-42,5501.95
F-65 Horizon,200-70,4325.25
F-66 Nebula II,B-46,4855.62
F-66 Nebula II,Max-17,963.32
F-66 Nebula II,B-3,7441.73
F-66 Nebula II,200-90,2136.79
F-67 Aurora III,100-61,1908.28
F-67 Aurora III,Max-40,6867.62
F-67 Aurora III,Max-42,1595.55
F-67 Aurora III,Neo-38,4880.09
F-68 Zephyrus,LR-68,2268.64
F-68 Zephyrus,Mk.I-38,5566.64
F-68 Zephyrus,Max-63,4674.36
F-68 Zephyrus,Neo-7,2982.9
F-69 Cyclone III,200-86,2214.61
F-69 Cyclone III,ER-47,2210.81
F-69 Cyclone III,ER-76,4163.93
F-69 Cyclone III,200-92,4268.15
F-70 Stormbreaker,B-27,3612.65
F-70 Stormbreaker,B-19,2106.26
F-70 Stormbreaker,A-43,1133.8
F-70 Stormbreaker,ER-22,6737.35
F-71 Thunderstrike,A-11,3772.69
F-71 Thunderstrike,Max-80,7851.88
F-71 Thunderstrike,Mk.I-1,1217.18
F-71 Thunderstrike,Max-21,6654.27
F-72 Vanguard,Mk.I-39,534.24
F-72 Vanguard,100-14,6377.69
F-72 Vanguard,100-33,4678.32
F-72 Vanguard,LR-57,7930.75
F-73 Meteor II,B-78,7589.91
F-73 Meteor II,Max-3,2086.24
F-73 Meteor II,Neo-69,5502.12
F-73 Meteor II,ER-99,1607.83
F-74 Falcon II,LR-36,6238.06
F-74 Falcon II,Max-10,4250.62
F-74 Falcon II,Max-43,1109.16
F-74 Falcon II,Neo-78,5702.22
F-75 Serpent II,Mk.I-47,6572.31
F-75 Serpent II,Mk.I-26,5923.09
F-75 Serpent II,Max-78,5981.11
F-75 Serpent II,100-91,1747.68
F-76 Zephyr II,Mk.I-51,1667.61
F-76 Zephyr II,Neo-79,4013.26
F-76 Zephyr II,B-78,3526.3
F-76 Zephyr II,LR-78,3173.58
F-77 Helix II,Max-80,2579.99
F-77 Helix II,B-94,2818.98
F-77 Helix II,200-1,2104.64
F-77 Helix II,Max-2,7905.95
F-78 Titan IIII,Neo-38,1374.57
F-78 Titan IIII,100-98,2445.45
F-78 Titan IIII,Mk.I-78,1405.73
F-79 Phoenix II,100-98,643.41
F-79 Phoenix II,Mk.I-19,3041.7
F-79 Phoenix II,Neo-83,2556.26
F-79 Phoenix II,Max-52,3747.49
F-80 Guardian,100-49,5614.3
F-80 Guardian,Mk.I-46,7777.48
F-80 Guardian,200-64,2874.74
F-80 Guardian,100-76,5721.71
F-81 Sentinel II,Mk.I-38,821.83
F-81 Sentinel II,LR-54,5165.81
F-81 Sentinel II,Max-54,7731.49
F-81 Sentinel II,A-23,1843.73
F-82 Eclipse II,Mk.I-97,5770.25
F-82 Eclipse II,100-30,7158.09
F-82 Eclipse II,ER-8,3557.63
F-82 Eclipse II,Mk.I-72,7548.71
F-83 Horizon II,Neo-99,3903.69
F-83 Horizon II,200-76,1151.87
F-83 Horizon II,Mk.I-33,4137.86
F-83 Horizon II,ER-97,7958.51
F-84 Nebula III,B-3,1874.6
F-84 Nebula III,Max-21,3981.93
F-84 Nebula III,Max-78,7607.65
F-84 Nebula III,100-4,3665.79
F-85 Quasar II,LR-20,3597.29
F-85 Quasar II,Mk.I-55,4000.82
F-85 Quasar II,B-78,6270.65
F-85 Quasar II,ER-39,5554.23
F-86 Cyclone IV,A-89,7245.31
F-86 Cyclone IV,LR-3,7306.46
F-86 Cyclone IV,LR-74,3856.28
F-86 Cyclone IV,A-54,7538.71
F-87 Stormbreaker II,B-94,6037.94
F-87 Stormbreaker II,100-44,3989.42
F-87 Stormbreaker II,Max-29,956.49
F-87 Stormbreaker II,Max-95,3799.01
F-88 Thunderflash II,Max-14,7278.66
F-88 Thunderflash II,100-76,7945.61
F-88 Thunderflash II,Max-56,7825.49
F-88 Thunderflash II,ER-17,6754.38
F-89 Vortex II,Mk.I-19,7736.46
F-89 Vortex II,100-9,6627.9
F-89 Vortex II,100-22,4524.01
F-89 Vortex II,200-11,2832.46
F-90 Titan IV,ER-96,708.77
F-90 Titan IV,ER-20,937.26
F-90 Titan IV,B-90,2957.01
F-90 Titan IV,100-61,4549.6
F-91 Sentinel III,Mk.I-35,4691.0
F-91 Sentinel III,A-59,3672.42
F-91 Sentinel III,100-61,3850.87
F-91 Sentinel III,ER-40,2952.03
F-92 Guardian II,200-92,1920.15
F-92 Guardian II,200-23,691.79
F-92 Guardian II,200-91,7378.96
F-92 Guardian II,100-77,937.59
F-93 Horizon III,ER-17,6940.73
F-93 Horizon III,Mk.I-89,5561.64
F-93 Horizon III,ER-31,6882.99
F-93 Horizon III,100-25,4032.93
F-94 Aurora IV,ER-43,1249.95
F-94 Aurora IV,Max-43,7184.89
F-94 Aurora IV,200-5,3905.5
F-94 Aurora IV,Max-62,1063.75
F-95 Zephyrus II,B-13,6356.09
F-95 Zephyrus II,ER-65,4873.55
F-95 Zephyrus II,Mk.I-60,7133.87
F-95 Zephyrus II,200-12,3930.42
F-96 Cyclone V,ER-89,7426.3
F-96 Cyclone V,Max-54,3309.82
F-96 Cyclone V,Neo-33,4269.8
F-96 Cyclone V,100-18,1859.1
Boeing 737 Max,ER-12,3491.25
Boeing 737 Max,200-79,1292.91
Boeing 737 Max,Mk.I-62,2477.42
Boeing 737 Max,200-43,7013.18
North American B-25 Mitchell,100-10,4441.66
North American B-25 Mitchell,LR-68,5349.52
North American B-25 Mitchell,ER-32,2557.72
North American B-25 Mitchell,ER-88,2521.82
Boeing 710 (fictional),A-38,1483.17
Boeing 710 (fictional),ER-28,6598.25
Boeing 710 (fictional),Mk.I-56,7294.58
Boeing 710 (fictional),B-81,6122.54
Bede B-52 (fictional),LR-98,895.03
Bede B-52 (fictional),Max-31,820.75
Bede B-52 (fictional),100-74,2960.38
Bede B-52 (fictional),ER-17,6127.01
Antonov An-74,200-71,3832.68
Antonov An-74,Mk.I-3,956.19
Antonov An-74,ER-77,5104.24
Antonov An-74,ER-51,3821.0
Beechcraft Baron 58,ER-77,1875.97
Beechcraft Baron 58,LR-8,3294.14
Beechcraft Baron 58,100-65,3600.08
Beechcraft Baron 58,200-25,6173.17
Tupolev Tu-154,B-9,7551.45
Tupolev Tu-154,B-68,7821.73
Tupolev Tu-154,Mk.I-4,3572.3
Tupolev Tu-154,LR-28,5161.14
Stearman PT-17 Biplane,Neo-61,3607.7
Stearman PT-17 Biplane,ER-88,5964.26
Stearman PT-17 Biplane,100-88,6520.24
Stearman PT-17 Biplane,A-48,6455.97
ATR 72-600,200-53,7484.94
ATR 72-600,Neo-97,1640.78
ATR 72-600,Mk.I-8,5508.18
ATR 72-600,B-89,2012.11
Lockheed Martin F-111 Aardvark,A-50,6132.65
Lockheed Martin F-111 Aardvark,B-89,6455.38
Lockheed Martin F-111 Aardvark,200-59,4705.74
Lockheed Martin F-111 Aardvark,ER-6,3112.16
Harrier AV-8B Harrier II,ER-50,4163.65
Harrier AV-8B Harrier II,A-26,5458.12
Harrier AV-8B Harrier II,Mk.I-67,1067.98
Harrier AV-8B Harrier II,A-47,1863.81
SBS Aerospace X-52 (fictional),Mk.I-67,6121.0
SBS Aerospace X-52 (fictional),B-65,1959.71
SBS Aerospace X-52 (fictional),ER-76,1101.38
SBS Aerospace X-52 (fictional),Mk.I-33,4725.98
Bensen B-6,Mk.I-24,5522.56
Bensen B-6,A-6,6069.18
Bensen B-6,100-36,5388.58
Bensen B-6,Neo-29,6656.98
Lockheed Martin X-55,A-87,5620.23
Lockheed Martin X-55,B-40,2040.46
Lockheed Martin X-55,200-72,6565.49
Lockheed Martin X-55,A-43,4458.06
Cessna O-1 Skywaggon,200-19,3950.92
Cessna O-1 Skywaggon,100-21,2861.85
Cessna O-1 Skywaggon,100-9,6368.03
Cessna O-1 Skywaggon,Mk.I-56,7625.25
Airflow Innovations AeroMaster (fictional),ER-88,5969.14
Airflow Innovations AeroMaster (fictional),Mk.I-55,2885.37
Airflow Innovations AeroMaster (fictional),Neo-43,4973.56
Airflow Innovations AeroMaster (fictional),Neo-85,3071.52
Eurocopter EC-135,Neo-3,3005.54
Eurocopter EC-135,100-91,5584.88
Eurocopter EC-135,100-83,2575.7
Eurocopter EC-135,Neo-77,4728.98
Raytheon T-6 Texan II,100-22,7926.56
Raytheon T-6 Texan II,Mk.I-23,2066.95
Raytheon T-6 Texan II,ER-75,2742.73
Raytheon T-6 Texan II,Neo-91,3445.55
Mitsubishi MRJ-90,Mk.I-9,769.49
Mitsubishi MRJ-90,200-93,4696.61
Mitsubishi MRJ-90,Max-4,1379.44
Mitsubishi MRJ-90,Neo-11,5259.91
Hawker Sea Hawk,Mk.I-33,1795.38
Hawker Sea Hawk,Max-93,6399.57
Hawker Sea Hawk,ER-22,7688.96
Hawker Sea Hawk,A-30,1529.98
Lockheed Martin LM-100J (fictional),ER-13,5813.53
Lockheed Martin LM-100J (fictional),100-77,3095.75
Lockheed Martin LM-100J (fictional),200-27,7319.32
Lockheed Martin LM-100J (fictional),100-14,5496.77
Dassault Mirage 2000,Neo-80,3752.36
Dassault Mirage 2000,B-57,5453.59
Dassault Mirage 2000,ER-80,1819.74
Dassault Mirage 2000,Max-4,7786.43
SAAB 340,ER-50,5397.16
SAAB 340,B-2,4867.49
SAAB 340,100-45,2704.93
SAAB 340,200-70,4900.0
De Havilland Canada DHC-6 Twin Otter,ER-86,3418.12
De Havilland Canada DHC-6 Twin Otter,200-97,2273.63
De Havilland Canada DHC-6 Twin Otter,Neo-85,1179.46
De Havilland Canada DHC-6 Twin Otter,Mk.I-5,5871.19
Beechcraft Starship,Neo-33,7821.09
Beechcraft Starship,B-62,5606.58
Beechcraft Starship,200-37,3573.79
Beechcraft Starship,B-71,4047.06
Embraer EMB 314 Super Tucano,Neo-96,7753.39
Embraer EMB 314 Super Tucano,B-11,6645.17
Embraer EMB 314 Super Tucano,200-57,3638.34
Embraer EMB 314 Super Tucano,200-8,6903.32
McDonnell Douglas F/A-18A Hornet,200-57,5039.74
McDonnell Douglas F/A-18A Hornet,Neo-83,1882.64
McDonnell Douglas F/A-18A Hornet,Mk.I-8,4834.41
McDonnell Douglas F/A-18A Hornet,Mk.I-96,6693.86
Lockheed Martin C-5 Galaxy,LR-73,815.34
Lockheed Martin C-5 Galaxy,ER-60,5331.22
Lockheed Martin C-5 Galaxy,A-10,6406.57
Lockheed Martin C-5 Galaxy,A-35,3804.84
Lockheed Martin Raptor (fictional),Max-59,3202.36
Lockheed Martin Raptor (fictional),B-95,3482.6
Lockheed Martin Raptor (fictional),Max-35,1256.28
Lockheed Martin Raptor (fictional),200-5,7553.09
Xian MA60,LR-50,2186.41
Xian MA60,100-76,5593.41
Xian MA60,Neo-64,2245.95
Xian MA60,Max-87,1377.14
Cirrus Vision Jet,200-93,1211.56
Cirrus Vision Jet,200-96,7036.08
Cirrus Vision Jet,200-76,7160.31
Cirrus Vision Jet,100-15,5515.65
Alenia Aeronautica A300 (fictional),LR-58,2692.25
Alenia Aeronautica A300 (fictional),200-91,2402.19
Alenia Aeronautica A300 (fictional),ER-37,2672.55
Alenia Aeronautica A300 (fictional),100-82,1026.46
Hawker Beechcraft 1900,200-47,1297.42
Hawker Beechcraft 1900,ER-22,1445.9
Hawker Beechcraft 1900,Mk.I-28,3923.51
Hawker Beechcraft 1900,Max-42,610.03
Lockheed Martin SR-72 (fictional),Max-3,7770.44
Lockheed Martin SR-72 (fictional),Max-95,3968.6
Lockheed Martin SR-72 (fictional),ER-96,4769.29
Lockheed Martin SR-72 (fictional),Mk.I-55,2840.83
Fairchild Dornier Do-228,ER-89,6569.77
Fairchild Dornier Do-228,Neo-80,5334.39
Fairchild Dornier Do-228,100-83,5526.98
Fairchild Dornier Do-228,100-66,741.51
QinetiQ Zephyr,200-93,5051.41
QinetiQ Zephyr,LR-68,6542.68
QinetiQ Zephyr,B-92,7501.14
QinetiQ Zephyr,ER-99,1712.02
Lockheed Martin F-35,B-35,6059.69
Lockheed Martin F-35,ER-28,6812.4
Lockheed Martin F-35,100-5,3048.94
Lockheed Martin F-35,100-39,6742.88
McDonnell Douglas F/A-18,ER-67,2312.26
McDonnell Douglas F/A-18,LR-95,2595.54
McDonnell Douglas F/A-18,Mk.I-1,2157.17
McDonnell Douglas F/A-18,B-13,3354.4
Piper Seneca V,100-57,934.52
Piper Seneca V,LR-14,5807.18
Piper Seneca V,A-96,7119.34
Piper Seneca V,Neo-66,7706.4
DH.60 Moth,B-78,1317.22
DH.60 Moth,LR-74,1861.16
DH.60 Moth,100-20,2581.47
DH.60 Moth,100-56,2163.29
Douglas DC-3 Sky Bulldog,LR-23,3800.21
Douglas DC-3 Sky Bulldog,LR-78,4318.79
Douglas DC-3 Sky Bulldog,LR-83,5888.45
Douglas DC-3 Sky Bulldog,LR-67,1321.16
Boeing 737 MAX 9,Neo-38,3042.67
Boeing 737 MAX 9,A-61,6866.94
Boeing 737 MAX 9,Max-76,5912.31
Boeing 737 MAX 9,A-65,4040.7
Bell 222,100-37,4750.03
Bell 222,LR-69,4097.72
Bell 222,A-15,6249.76
Bell 222,ER-83,5615.73
HH-60G Pave Hawk,LR-10,5519.94
HH-60G Pave Hawk,200-3,7518.5
HH-60G Pave Hawk,Max-17,3652.02
HH-60G Pave Hawk,100-35,5605.07
F-117 Nighthawk,100-28,4756.46
F-117 Nighthawk,LR-68,7344.68
F-117 Nighthawk,Mk.I-28,6058.6
F-117 Nighthawk,100-96,1955.74
MiG-15 Fulcrum,Mk.I-62,1575.96
MiG-15 Fulcrum,Neo-93,1552.9
MiG-15 Fulcrum,100-56,5641.46
MiG-15 Fulcrum,100-76,5980.11
F-9F Skyray,100-37,1464.99
F-9F Skyray,Max-62,1420.85
F-9F Skyray,200-27,4815.47
F-9F Skyray,100-20,7178.78
F-5E Tiger II,Max-78,2154.45
F-5E Tiger II,LR-89,4557.65
F-5E Tiger II,B-88,6954.62
F-5E Tiger II,100-69,749.47
Saab S35 Draken,Mk.I-80,4829.28
Saab S35 Draken,100-79,4482.67
Saab S35 Draken,ER-67,6101.28
Saab S35 Draken,Mk.I-98,1713.26
Vickers VC10,200-90,1658.07
Vickers VC10,Max-31,3221.39
Vickers VC10,100-80,579.22
Vickers VC10,100-4,5474.72
Boeing Stratocruiser,A-35,4962.59
Boeing Stratocruiser,Mk.I-74,6241.38
Boeing Stratocruiser,ER-32,1688.26
Boeing Stratocruiser,100-86,2961.04
Pan Am Clipper,Neo-77,5324.67
Pan Am Clipper,100-72,1884.13
Pan Am Clipper,Mk.I-19,4075.46
Pan Am Clipper,Neo-70,1625.39
Republic RC-3 Seabee,B-57,6000.39
Republic RC-3 Seabee,100-77,7943.28
Republic RC-3 Seabee,Mk.I-62,661.51
Republic RC-3 Seabee,Neo-80,5528.12
Sikorsky S-71 Blackbird,Mk.I-68,2417.45
Sikorsky S-71 Blackbird,Mk.I-9,2095.05
Sikorsky S-71 Blackbird,B-56,5987.87
Sikorsky S-71 Blackbird,Neo-48,2046.75
Bede BD-5J Micro One,B-34,3104.96
Bede BD-5J Micro One,200-91,4927.24
Bede BD-5J Micro One,Max-32,7820.37
Bede BD-5J Micro One,LR-50,3087.91
Boeing YC-14 Avian,100-61,7625.92
Boeing YC-14 Avian,100-73,7767.34
Boeing YC-14 Avian,Mk.I-2,7003.35
Boeing YC-14 Avian,200-90,6223.29
McDonnell Douglas YC-15 Mohawk,A-17,2723.6
McDonnell Douglas YC-15 Mohawk,200-82,1567.89
McDonnell Douglas YC-15 Mohawk,100-87,1614.87
McDonnell Douglas YC-15 Mohawk,Neo-70,1547.8
CASA C-295,200-35,5286.67
CASA C-295,LR-55,2917.26
CASA C-295,ER-72,7513.81
CASA C-295,A-92,2868.69
Embraer E-Jets EMB 145,200-35,7449.15
Embraer E-Jets EMB 145,A-77,7606.3
Embraer E-Jets EMB 145,100-46,6070.55
Embraer E-Jets EMB 145,Mk.I-45,6623.1
Bombardier CRJ-900,A-59,4496.1
Bombardier CRJ-900,100-46,4862.08
Bombardier CRJ-900,Neo-11,3606.65
Bombardier CRJ-900,ER-51,6714.89
Fairchild Dornier Do 228,A-6,4230.86
Fairchild Dornier Do 228,100-46,7589.87
Fairchild Dornier Do 228,Mk.I-94,1588.11
Fairchild Dornier Do 228,Max-87,4255.88
Beechcraft 1900D,A-65,7476.9
Beechcraft 1900D,ER-51,3309.3
Beechcraft 1900D,A-89,5065.0
Beechcraft 1900D,Neo-52,6721.26
Glenair T-45 Goshawk,B-5,3908.36
Glenair T-45 Goshawk,100-50,1818.02
Glenair T-45 Goshawk,LR-27,5408.65
Glenair T-45 Goshawk,ER-7,3149.23
Embraer E-190,B-48,1831.61
Embraer E-190,Max-3,7698.43
Embraer E-190,100-9,3703.73
Embraer E-190,100-30,3201.71
Mitsubishi Heavy Industries SpaceJet,Neo-61,2785.14
Mitsubishi Heavy Industries SpaceJet,B-44,747.29
Mitsubishi Heavy Industries SpaceJet,200-82,1649.88
Mitsubishi Heavy Industries SpaceJet,B-35,1566.55
Stinson L-5 Sentinel,Neo-16,7344.95
Stinson L-5 Sentinel,Max-67,3974.03
Stinson L-5 Sentinel,200-5,979.61
Stinson L-5 Sentinel,ER-7,6226.42
Waco YOC,Mk.I-86,1960.45
Waco YOC,B-19,2406.47
Waco YOC,B-88,7356.15
Waco YOC,Max-64,6187.63
Stroukoff S-3,Max-4,2879.19
Stroukoff S-3,100-57,7457.95
Stroukoff S-3,A-77,2943.98
Stroukoff S-3,Neo-32,6627.98
AeroLiner 500,ER-42,3625.7
AeroLiner 500,A-35,7031.92
AeroLiner 500,B-31,6359.93
AeroLiner 500,B-78,7665.01
Aurora A-1,Neo-69,2959.01
Aurora A-1,Max-44,5989.74
Aurora A-1,A-49,5457.9
Aurora A-1,200-7,4693.12
Helios HX-200,Neo-35,6962.62
Helios HX-200,Mk.I-26,1260.74
Helios HX-200,B-68,6000.42
Helios HX-200,ER-47,6095.7
Orion Aero X-1,ER-1,7493.39
Orion Aero X-1,Neo-63,3698.94
Orion Aero X-1,LR-35,5810.87
Orion Aero X-1,B-32,5821.4
Valkyrie Aerospace VX-1,Max-50,3556.09
